id,longitude,latitude,time,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
20240119T22,77.56952478372068,12.980655855527084,2024-01-19 22:00:00,291.52777099609375,4.9173831939697266e-06,-2.6046295166015625,0.992034912109375
20240119T23,77.56952478372068,12.980655855527084,2024-01-19 23:00:00,291.3492126464844,5.781650543212891e-06,-2.3771190643310547,0.9623260498046875
20240120T00,77.56952478372068,12.980655855527084,2024-01-20 00:00:00,290.9094543457031,5.781650543212891e-06,-2.4352493286132812,1.0573310852050781
20240120T01,77.56952478372068,12.980655855527084,2024-01-20 01:00:00,290.63780212402344,0.0,-2.3054542541503906,0.9215984344482422
20240120T02,77.56952478372068,12.980655855527084,2024-01-20 02:00:00,290.7455596923828,8.568167686462402e-07,-2.0725975036621094,0.8018646240234375
20240120T03,77.56952478372068,12.980655855527084,2024-01-20 03:00:00,292.8555145263672,1.471489667892456e-06,-2.6139392852783203,1.3087310791015625
20240120T04,77.56952478372068,12.980655855527084,2024-01-20 04:00:00,295.5102081298828,1.4677643775939941e-06,-2.8992767333984375,1.6354103088378906
20240120T05,77.56952478372068,12.980655855527084,2024-01-20 05:00:00,297.9071807861328,1.4677643775939941e-06,-2.940023422241211,1.8265037536621094
20240120T06,77.56952478372068,12.980655855527084,2024-01-20 06:00:00,299.36163330078125,1.4677643775939941e-06,-2.5712642669677734,1.7068157196044922
20240120T07,77.56952478372068,12.980655855527084,2024-01-20 07:00:00,300.1648864746094,1.4677643775939941e-06,-2.572732925415039,0.9902162551879883
20240120T08,77.56952478372068,12.980655855527084,2024-01-20 08:00:00,300.9337921142578,1.4677643775939941e-06,-1.7564315795898438,0.9502153396606445
20240120T09,77.56952478372068,12.980655855527084,2024-01-20 09:00:00,301.5839385986328,1.4603137969970703e-06,-1.129110336303711,1.1757850646972656
20240120T10,77.56952478372068,12.980655855527084,2024-01-20 10:00:00,301.53602600097656,1.4603137969970703e-06,-0.7931251525878906,1.4381294250488281
20240120T11,77.56952478372068,12.980655855527084,2024-01-20 11:00:00,301.0690612792969,1.4603137969970703e-06,-0.9040794372558594,1.77703857421875
20240120T12,77.56952478372068,12.980655855527084,2024-01-20 12:00:00,300.0838928222656,1.4603137969970703e-06,-1.5078144073486328,2.2449350357055664
20240120T13,77.56952478372068,12.980655855527084,2024-01-20 13:00:00,298.3049774169922,1.4603137969970703e-06,-1.9919281005859375,2.187729835510254
20240120T14,77.56952478372068,12.980655855527084,2024-01-20 14:00:00,296.6165771484375,1.4603137969970703e-06,-2.240468978881836,1.9488182067871094
20240120T15,77.56952478372068,12.980655855527084,2024-01-20 15:00:00,295.4016876220703,1.4603137969970703e-06,-2.4130592346191406,1.378575325012207
20240120T16,77.56952478372068,12.980655855527084,2024-01-20 16:00:00,294.28724670410156,1.4603137969970703e-06,-2.706768035888672,0.9591703414916992
20240120T17,77.56952478372068,12.980655855527084,2024-01-20 17:00:00,293.4017333984375,1.4603137969970703e-06,-2.9618778228759766,0.8848199844360352
20240120T18,77.56952478372068,12.980655855527084,2024-01-20 18:00:00,292.5740966796875,1.4603137969970703e-06,-2.9399566650390625,0.8485736846923828
20240120T19,77.56952478372068,12.980655855527084,2024-01-20 19:00:00,292.1771545410156,1.4603137969970703e-06,-2.8214502334594727,0.8839111328125
20240120T20,77.56952478372068,12.980655855527084,2024-01-20 20:00:00,291.50140380859375,1.4603137969970703e-06,-2.581862449645996,0.888397216796875
20240120T21,77.56952478372068,12.980655855527084,2024-01-20 21:00:00,290.94854736328125,1.4603137969970703e-06,-2.3504743576049805,0.891845703125
20240120T22,77.56952478372068,12.980655855527084,2024-01-20 22:00:00,290.45867919921875,1.4603137969970703e-06,-2.1366872787475586,0.88983154296875
20240120T23,77.56952478372068,12.980655855527084,2024-01-20 23:00:00,290.1629943847656,1.4603137969970703e-06,-1.9080619812011719,0.874053955078125
